
 Dialogue Num: 0 ||| Ground Truth [0], Predicted Label 1, Attention Words: <PAD> am to | am looking for a place to to stay that has cheap price range it should be in a type of hotel                      
 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 0, Attention Words: ##ton <PAD> <PAD> | tr ##8 ##36 ##1 will arrive in cambridge by 1632 on tuesday does this suit your needs chester ##ton west the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 5, Attention Words: west <PAD> tuesday | yes please i need the price and travel time on tuesday does this suit your needs chester ##ton west the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 6, Attention Words: <PAD> <PAD> making | the price is 1790 pounds the train leaves at 153 ##2 making the travel time one hour exactly is there anything else the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 6, Attention Words: <PAD> 153 ##2 | that is for tr ##8 ##36 ##1 at 153 ##2 making the travel time one hour exactly is there anything else the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 0, Attention Words: exactly <PAD> else | yes tr ##8 ##36 ##1 is 1790 pounds would you like to buy a ticket hour exactly is there anything else the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 0, Attention Words: is like <PAD> | yes i would like a ticket for one you like to buy a ticket hour exactly is there anything else the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 1, Attention Words: <PAD> there anything | your confirmation number is bam ##j ##w ##6 ##m ##2 may i help you with anything else is there anything else the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 7, Attention Words: anything <PAD> anything | i think you ##ve answered all of my questions thank you so much with anything else is there anything else the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 0, Attention Words: anything <PAD> anything | your ##e welcome call us again when you need to were always here with anything else is there anything else the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 7, Attention Words: <PAD> else you | thank you for your help when you need to were always here with anything else is there anything else the                      

 Dialogue Num: 478 ||| Ground Truth [2], Predicted Label 6, Attention Words: else always else | hello i am looking for information on a train were always here with anything else is there anything else the                      

 Dialogue Num: 478 ||| Ground Truth [0 2], Predicted Label 0, Attention Words: here <PAD> else | i can help you with that where are you headed always here with anything else is there anything else the                      

 Dialogue Num: 478 ||| Ground Truth [2], Predicted Label 1, Attention Words: anything there <PAD> | im headed to cambridge from the stan ##sted airport can you find information for thursday please is there anything else the                      

 Dialogue Num: 478 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: please anything <PAD> | i found 19 trains what time do you want to leave the airport thursday please is there anything else the                      

 Dialogue Num: 478 ||| Ground Truth [2], Predicted Label 5, Attention Words: <PAD> ##5 <PAD> | i need to arrive in cambridge by 144 ##5 so i will need to leave in time to get there by then the                      

 Dialogue Num: 478 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: <PAD> will is | there is a train that leaves at 52 ##4 i will need to leave in time to get there by then the                      

 Dialogue Num: 478 ||| Ground Truth [2], Predicted Label 5, Attention Words: <PAD> to won | that won ##t work i need to arrive in cambridge by 144 ##5 245 ##pm time to get there by then the                      

 Dialogue Num: 479 ||| Ground Truth [4], Predicted Label 4, Attention Words: some <PAD> id | i am looking for some places to go in the east id like an entertainment attraction can you give me some suggestions and phone                      

 Dialogue Num: 479 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: ##on funky ##34 | cherry hint ##on halls number is 01 ##22 ##34 ##46 ##10 ##4 the phone number for funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [4], Predicted Label 0, Attention Words: the ##0 number | what other types of attractions are available in the east ##4 the phone number for funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [0 3 4], Predicted Label 0, Attention Words: number ##0 ##33 | there are swimming pools parks museums and multiple sport attractions as well phone number for funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [4], Predicted Label 0, Attention Words: well for <PAD> | what type of attraction is cherry hint ##on hall as well phone number for funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [0 3 4], Predicted Label 0, Attention Words: for number ##0 | it is an entertainment place does that sat ##iate your desires phone number for funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: fun ##0 <PAD> | that sounds great i also need a hotel in the same area as the attraction funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [0 3 4], Predicted Label 0, Attention Words: house area <PAD> | do you have an accommodation type or price range same area as the attraction funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: is same as | i need a hotel with free parking range same area as the attraction funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [0 3 4], Predicted Label 0, Attention Words: house as <PAD> | there is no hotel in the east with free parking area as the attraction funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: house as <PAD> | okay can you look for a hotel without free parking area as the attraction funky fun house is 01 ##22 ##33 ##0                      

 Dialogue Num: 479 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: hotel are parking | i didn ##t mention that there are guest ##houses in the east with free parking did you specifically need a hotel type or would                      

 Dialogue Num: 479 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: in east with | i will take anything with free parking ##houses in the east with free parking did you specifically need a hotel type or would                      

 Dialogue Num: 479 ||| Ground Truth [0 3 4], Predicted Label 7, Attention Words: specifically allen i | i recommend the allen ##bell guest ##house would you like to book a room there you specifically need a hotel type or would                      

 Dialogue Num: 479 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: need specifically <PAD> | can you let me know if they have internet their address and phone number you specifically need a hotel type or would                      

 Dialogue Num: 480 ||| Ground Truth [2], Predicted Label 5, Attention Words: specifically need a | i am traveling to peterborough and need to get there by 08 ##00 you specifically need a hotel type or would                      

 Dialogue Num: 480 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: need specifically you | you have several options if traveling by train where would you like to depart you specifically need a hotel type or would                      

 Dialogue Num: 480 ||| Ground Truth [2], Predicted Label 1, Attention Words: need i where | i want to leave from cambridge train where would you like to depart you specifically need a hotel type or would                      

 Dialogue Num: 480 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: a 70 leaves | i would recommend tr ##20 ##16 which leaves cambridge at 70 ##6 and arrives at 75 ##6 need a hotel type or would                      

 Dialogue Num: 480 ||| Ground Truth [2], Predicted Label 6, Attention Words: or please reference | can you please book the train for 4 people on saturday please provide the reference number when booked thank you type or would                      

 Dialogue Num: 480 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: accurate ##2 ##9 | im sorry i stated the id number incorrectly the train id is tr ##9 ##36 ##2 all other information is accurate should i still                      

 Dialogue Num: 480 ||| Ground Truth [2], Predicted Label 6, Attention Words: tr <PAD> please | yes please a total of 4 tickets are needed thanks is tr ##9 ##36 ##2 all other information is accurate should i still                      

 Dialogue Num: 480 ||| Ground Truth [2 4], Predicted Label 5, Attention Words: should ##2 successful | booking was successful your reference number is 12 ##j ##c ##w ##p ##2 ##t do you need anything else accurate should i still                      

 Dialogue Num: 480 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: i anything ball | i am looking for ball ##are i need the area attraction type and entrance fee need anything else accurate should i still                      

 Dialogue Num: 480 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: accurate i <PAD> | ball ##are is a nightclub in the center of town there is a 5 pound entrance fee else accurate should i still                      
